I O -1
charge O -1
it O -1
at O -1
night O -1
and O -1
skip O -1
taking O -1
the O -1
cord B-ASP 1
with O -1
me O -1
because O -1
of O -1
the O -1
good O -1
battery B-ASP -1
life I-ASP -1
. O -1

I O -1
charge O -1
it O -1
at O -1
night O -1
and O -1
skip O -1
taking O -1
the O -1
cord B-ASP -1
with O -1
me O -1
because O -1
of O -1
the O -1
good O -1
battery B-ASP 2
life I-ASP 2
. O -1

The O -1
tech B-ASP -1
guy I-ASP -1
then O -1
said O -1
the O -1
service B-ASP 0
center I-ASP 0
does O -1
not O -1
do O -1
1-to-1 O -1
exchange O -1
and O -1
I O -1
have O -1
to O -1
direct O -1
my O -1
concern O -1
to O -1
the O -1
`` B-ASP -1
sales I-ASP -1
'' I-ASP -1
team I-ASP -1
, O -1
which O -1
is O -1
the O -1
retail O -1
shop O -1
which O -1
I O -1
bought O -1
my O -1
netbook O -1
from O -1
. O -1

The O -1
tech B-ASP -1
guy I-ASP -1
then O -1
said O -1
the O -1
service B-ASP -1
center I-ASP -1
does O -1
not O -1
do O -1
1-to-1 O -1
exchange O -1
and O -1
I O -1
have O -1
to O -1
direct O -1
my O -1
concern O -1
to O -1
the O -1
`` B-ASP 0
sales I-ASP 0
'' I-ASP 0
team I-ASP 0
, O -1
which O -1
is O -1
the O -1
retail O -1
shop O -1
which O -1
I O -1
bought O -1
my O -1
netbook O -1
from O -1
. O -1

The O -1
tech B-ASP 1
guy I-ASP 1
then O -1
said O -1
the O -1
service B-ASP -1
center I-ASP -1
does O -1
not O -1
do O -1
1-to-1 O -1
exchange O -1
and O -1
I O -1
have O -1
to O -1
direct O -1
my O -1
concern O -1
to O -1
the O -1
`` B-ASP -1
sales I-ASP -1
'' I-ASP -1
team I-ASP -1
, O -1
which O -1
is O -1
the O -1
retail O -1
shop O -1
which O -1
I O -1
bought O -1
my O -1
netbook O -1
from O -1
. O -1

it O -1
is O -1
of O -1
high O -1
quality B-ASP 2
, O -1
has O -1
a O -1
killer O -1
GUI B-ASP -1
, O -1
is O -1
extremely O -1
stable O -1
, O -1
is O -1
highly O -1
expandable O -1
, O -1
is O -1
bundled O -1
with O -1
lots O -1
of O -1
very O -1
good O -1
applications B-ASP -1
, O -1
is O -1
easy O -1
to O -1
use B-ASP -1
, O -1
and O -1
is O -1
absolutely O -1
gorgeous O -1
. O -1

it O -1
is O -1
of O -1
high O -1
quality B-ASP -1
, O -1
has O -1
a O -1
killer O -1
GUI B-ASP 2
, O -1
is O -1
extremely O -1
stable O -1
, O -1
is O -1
highly O -1
expandable O -1
, O -1
is O -1
bundled O -1
with O -1
lots O -1
of O -1
very O -1
good O -1
applications B-ASP -1
, O -1
is O -1
easy O -1
to O -1
use B-ASP -1
, O -1
and O -1
is O -1
absolutely O -1
gorgeous O -1
. O -1

it O -1
is O -1
of O -1
high O -1
quality B-ASP -1
, O -1
has O -1
a O -1
killer O -1
GUI B-ASP -1
, O -1
is O -1
extremely O -1
stable O -1
, O -1
is O -1
highly O -1
expandable O -1
, O -1
is O -1
bundled O -1
with O -1
lots O -1
of O -1
very O -1
good O -1
applications B-ASP 2
, O -1
is O -1
easy O -1
to O -1
use B-ASP -1
, O -1
and O -1
is O -1
absolutely O -1
gorgeous O -1
. O -1

it O -1
is O -1
of O -1
high O -1
quality B-ASP -1
, O -1
has O -1
a O -1
killer O -1
GUI B-ASP -1
, O -1
is O -1
extremely O -1
stable O -1
, O -1
is O -1
highly O -1
expandable O -1
, O -1
is O -1
bundled O -1
with O -1
lots O -1
of O -1
very O -1
good O -1
applications B-ASP -1
, O -1
is O -1
easy O -1
to O -1
use B-ASP 2
, O -1
and O -1
is O -1
absolutely O -1
gorgeous O -1
. O -1

Easy O -1
to O -1
start B-ASP 2
up I-ASP 2
and O -1
does O -1
not O -1
overheat O -1
as O -1
much O -1
as O -1
other O -1
laptops O -1
. O -1

I O -1
even O -1
got O -1
my O -1
teenage O -1
son O -1
one O -1
, O -1
because O -1
of O -1
the O -1
features B-ASP 2
that O -1
it O -1
offers O -1
, O -1
like O -1
, O -1
iChat B-ASP -1
, O -1
Photobooth B-ASP -1
, O -1
garage B-ASP -1
band I-ASP -1
and O -1
more O -1
! O -1

I O -1
even O -1
got O -1
my O -1
teenage O -1
son O -1
one O -1
, O -1
because O -1
of O -1
the O -1
features B-ASP -1
that O -1
it O -1
offers O -1
, O -1
like O -1
, O -1
iChat B-ASP 2
, O -1
Photobooth B-ASP -1
, O -1
garage B-ASP -1
band I-ASP -1
and O -1
more O -1
! O -1

I O -1
even O -1
got O -1
my O -1
teenage O -1
son O -1
one O -1
, O -1
because O -1
of O -1
the O -1
features B-ASP -1
that O -1
it O -1
offers O -1
, O -1
like O -1
, O -1
iChat B-ASP -1
, O -1
Photobooth B-ASP 2
, O -1
garage B-ASP -1
band I-ASP -1
and O -1
more O -1
! O -1

I O -1
even O -1
got O -1
my O -1
teenage O -1
son O -1
one O -1
, O -1
because O -1
of O -1
the O -1
features B-ASP -1
that O -1
it O -1
offers O -1
, O -1
like O -1
, O -1
iChat B-ASP -1
, O -1
Photobooth B-ASP -1
, O -1
garage B-ASP 2
band I-ASP 2
and O -1
more O -1
! O -1

Great O -1
laptop O -1
that O -1
offers O -1
many O -1
great O -1
features B-ASP 2
! O -1

One O -1
night O -1
I O -1
turned O -1
the O -1
freaking O -1
thing O -1
off O -1
after O -1
using O -1
it O -1
, O -1
the O -1
next O -1
day O -1
I O -1
turn O -1
it O -1
on O -1
, O -1
no O -1
GUI B-ASP 0
, O -1
screen B-ASP -1
all O -1
dark O -1
, O -1
power B-ASP -1
light I-ASP -1
steady O -1
, O -1
hard B-ASP -1
drive I-ASP -1
light I-ASP -1
steady O -1
and O -1
not O -1
flashing O -1
as O -1
it O -1
usually O -1
does O -1
. O -1

One O -1
night O -1
I O -1
turned O -1
the O -1
freaking O -1
thing O -1
off O -1
after O -1
using O -1
it O -1
, O -1
the O -1
next O -1
day O -1
I O -1
turn O -1
it O -1
on O -1
, O -1
no O -1
GUI B-ASP -1
, O -1
screen B-ASP 0
all O -1
dark O -1
, O -1
power B-ASP -1
light I-ASP -1
steady O -1
, O -1
hard B-ASP -1
drive I-ASP -1
